OID_,OID1,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,genus_mdd,species,species_mdd,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Z
2990,,665769714,41fc5c40-5e81-496f-9733-6b5681b3b7a5,6a00ba22-7c67-4512-9b86-c69615cb1a5d,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-29 0:00:00,29,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1055,984,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:40.069Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2991,,665769713,41fc5c40-5e81-496f-9733-6b5681b3b7a5,ebb58533-bc65-4d27-ba02-3025b6fa8a88,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-09 0:00:00,9,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1054,852,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:51.069Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2992,,665769712,41fc5c40-5e81-496f-9733-6b5681b3b7a5,64051107-3f95-4bdb-ba3c-47c4fba20afa,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-06 0:00:00,6,7,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1053,1062,,,CC0_1_0,The Field Museum of Natural History,B. C. Condit,,,2023-09-27T15:57:48.831Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2993,,665769711,41fc5c40-5e81-496f-9733-6b5681b3b7a5,78640602-3e9e-4f8d-ba9d-49bf5b5a352f,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-03 0:00:00,3,7,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1052,1040,,,CC0_1_0,The Field Museum of Natural History,B. C. Condit,,,2023-09-27T15:57:48.631Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2994,,665769710,41fc5c40-5e81-496f-9733-6b5681b3b7a5,e97072cd-039b-4aa7-a5f9-9f26017a1be8,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-26 0:00:00,26,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1051,923,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:51.046Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2995,,665769709,41fc5c40-5e81-496f-9733-6b5681b3b7a5,53b84410-ed59-4db0-bc98-6077a4ff0a1a,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-29 0:00:00,29,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1050,986,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:47.834Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2996,,665769708,41fc5c40-5e81-496f-9733-6b5681b3b7a5,97bf461c-4c79-4853-aa5a-feded0f6ebbc,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-22 0:00:00,22,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1049,886,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:43.199Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2997,,665769706,41fc5c40-5e81-496f-9733-6b5681b3b7a5,0045447e-794f-42b1-9a27-e8bd1ae2f10d,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-23 0:00:00,23,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1048,901,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:45.309Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2998,,665769704,41fc5c40-5e81-496f-9733-6b5681b3b7a5,fd106c9d-c70f-4cd1-b968-e541ed8e99d9,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-28 0:00:00,28,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1047,972,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:45.160Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2999,,665769703,41fc5c40-5e81-496f-9733-6b5681b3b7a5,08a870dd-6550-4263-8ba8-516dc0fa3bac,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-24 0:00:00,24,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1046,915,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:32.942Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3000,,665769702,41fc5c40-5e81-496f-9733-6b5681b3b7a5,99cab5b3-82cf-405b-8524-baa30b88d320,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-11 0:00:00,11,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1045,819,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:42.767Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3001,,665769701,41fc5c40-5e81-496f-9733-6b5681b3b7a5,2c01fb4e-ff45-4859-995c-a84c2e0401b6,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-05-31 0:00:00,31,5,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1044,799,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:46.986Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3002,,665769700,41fc5c40-5e81-496f-9733-6b5681b3b7a5,455ea067-74cd-4a95-8174-5cdeb28c3f44,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-16 0:00:00,16,6,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1043,838,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:39.806Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3003,,665769699,41fc5c40-5e81-496f-9733-6b5681b3b7a5,b1a03582-62ec-4953-a36a-55fe97c783c8,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-11 0:00:00,11,7,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1042,1131,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:50.781Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3004,,665769698,41fc5c40-5e81-496f-9733-6b5681b3b7a5,dd10a5fb-82ca-4832-a3bb-0ab10cf4a295,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-05-31 0:00:00,31,5,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1041,800,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:51.212Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3005,,665769697,41fc5c40-5e81-496f-9733-6b5681b3b7a5,c8201955-7755-42a6-9b14-71211b9559cd,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,Eptesicus fuscus,Eptesicus fuscus,pallidus,SUBSPECIES,"""Eptesicus fuscus pallidus Young, 1908""",Eptesicus fuscus pallidus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-08 0:00:00,8,7,1894,4265985,2432352,PRESERVED_SPECIMEN,FMNH,Mammals,1040,1078,,,CC0_1_0,The Field Museum of Natural History,B. C. Condit,,,2023-09-27T15:57:51.077Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2971,,665769733,41fc5c40-5e81-496f-9733-6b5681b3b7a5,99793cd5-0fc4-4e8d-9a97-d635a2a7f09d,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,Lasionycteris,Lasionycteris noctivagans,Lasionycteris noctivagans,,SPECIES,"""Lasionycteris noctivagans (Le Conte, 1831)""",Lasionycteris noctivagans,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-11 0:00:00,11,6,1894,2432341,2432341,PRESERVED_SPECIMEN,FMNH,Mammals,1074,820,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:50.346Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2972,,665769732,41fc5c40-5e81-496f-9733-6b5681b3b7a5,a4bd8a70-ec5b-4059-bd24-52a716575efa,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,Lasionycteris,Lasionycteris noctivagans,Lasionycteris noctivagans,,SPECIES,"""Lasionycteris noctivagans (Le Conte, 1831)""",Lasionycteris noctivagans,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-23 0:00:00,23,6,1894,2432341,2432341,PRESERVED_SPECIMEN,FMNH,Mammals,1073,903,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:49.668Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2973,,665769731,41fc5c40-5e81-496f-9733-6b5681b3b7a5,e59d3d19-afea-434a-9a25-f05c85f3c32e,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,Lasiurus frantzii,Lasiurus frantzii,teliotis,SUBSPECIES,"""Lasiurus blossevillii teliotis (H.Allen, 1891)""",Lasiurus blossevillii teliotis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-27 0:00:00,27,6,1894,5707207,11202631,PRESERVED_SPECIMEN,FMNH,Mammals,1072,969,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:44.974Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2974,,665769730,41fc5c40-5e81-496f-9733-6b5681b3b7a5,92f491a2-64f4-45bf-9437-d6f2e8b64e46,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,Lasiurus frantzii,Lasiurus frantzii,teliotis,SUBSPECIES,"""Lasiurus blossevillii teliotis (H.Allen, 1891)""",Lasiurus blossevillii teliotis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-27 0:00:00,27,6,1894,5707207,11202631,PRESERVED_SPECIMEN,FMNH,Mammals,1071,968,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:41.680Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2975,,665769729,41fc5c40-5e81-496f-9733-6b5681b3b7a5,5d6b0fe4-5618-4325-a67f-0c82bf4db660,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,Lasiurus frantzii,Lasiurus frantzii,teliotis,SUBSPECIES,"""Lasiurus blossevillii teliotis (H.Allen, 1891)""",Lasiurus blossevillii teliotis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-27 0:00:00,27,6,1894,5707207,11202631,PRESERVED_SPECIMEN,FMNH,Mammals,1070,970,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:39.550Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2984,,665769720,41fc5c40-5e81-496f-9733-6b5681b3b7a5,acafa256-e4b9-4cc1-a2c9-d9a014e09144,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis,Myotis auriculus,Myotis auriculus,apache,SUBSPECIES,"""Myotis auriculus apache Hoffmeister & Krutzsch, 1955""",Myotis auriculus apache,,US,Huachuca Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.488997,-110.408142,,,,,,,1894-07-03 0:00:00,3,7,1894,4266444,2432438,PRESERVED_SPECIMEN,FMNH,Mammals,1061,2154,,,CC0_1_0,The Field Museum of Natural History,L. E. Miller,,,2023-09-27T15:57:50.701Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2152
3088,,583496673,6ce7290f-47f6-4046-8356-371f5b6749df,urn:catalog:CAS:MAM:17054,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis,Myotis lucifugus,Myotis lucifugus,,SPECIES,"""Myotis lucifugus (Le Conte, 1831)""",Myotis lucifugus,,US,Rucker Canyon,Arizona,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,31.7690887,-109.3228098,9831,,,,,,1894-04-04 0:00:00,4,4,1894,2432406,2432406,PRESERVED_SPECIMEN,CAS,MAM,17054,,,,CC0_1_0,,W. W. Price,,,2024-01-22T23:02:01.036Z,,COORDINATE_REPROJECTED,1847
2979,,665769725,41fc5c40-5e81-496f-9733-6b5681b3b7a5,bc2bae91-35d8-454f-b5d8-c7c3074517de,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis,Myotis velifer,Myotis velifer,brevis,SUBSPECIES,"""Myotis velifer brevis Vaughan, 1954""",Myotis velifer brevis,,US,Huachuca Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.488997,-110.408142,,,,,,,1894-05-22 0:00:00,22,5,1894,4266322,2432386,PRESERVED_SPECIMEN,FMNH,Mammals,1066,2121,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:50.697Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2152
3038,,583496890,6ce7290f-47f6-4046-8356-371f5b6749df,urn:catalog:CAS:MAM:17114,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis,Myotis volans,Myotis volans,,SPECIES,"""Myotis volans (H.Allen, 1866)""",Myotis volans,,US,"""Rucker Canyon, Chiricahua Mtns.""",Arizona,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,31.7690887,-109.3228098,9831,,,,,,1894-04-01 0:00:00,1,4,1894,2432411,2432411,PRESERVED_SPECIMEN,CAS,MAM,17114,,,,CC0_1_0,,W. W. Price,,,2024-01-22T23:02:00.806Z,,COORDINATE_REPROJECTED,1847
2982,,665769722,41fc5c40-5e81-496f-9733-6b5681b3b7a5,7824792d-5183-4391-902f-02d797eaeae2,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis,Myotis volans,Myotis volans,interior,SUBSPECIES,"""Myotis volans interior Miller, 1914""",Myotis volans interior,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-29 0:00:00,29,6,1894,4266437,2432411,PRESERVED_SPECIMEN,FMNH,Mammals,1063,987,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:41.882Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
3034,,583496904,6ce7290f-47f6-4046-8356-371f5b6749df,urn:catalog:CAS:MAM:17118,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Parastrellus,Parastrellus,Parastrellus hesperus,Parastrellus hesperus,,SPECIES,"""Pipistrellus hesperus (H.Allen, 1864)""",Pipistrellus hesperus australis,,US,"""Rucker Canyon, Chiricahua Mtns.""",Arizona,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,31.7690887,-109.3228098,9831,,,,,,1894-04-01 0:00:00,1,4,1894,5218481,8397398,PRESERVED_SPECIMEN,CAS,MAM,17118,,,,CC0_1_0,,W. W. Price,,,2024-01-22T23:02:00.862Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK,1847
3035,,583496900,6ce7290f-47f6-4046-8356-371f5b6749df,urn:catalog:CAS:MAM:17117,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Parastrellus,Parastrellus,Parastrellus hesperus,Parastrellus hesperus,,SPECIES,"""Pipistrellus hesperus (H.Allen, 1864)""",Pipistrellus hesperus australis,,US,"""Rucker Canyon, Chiricahua Mtns.""",Arizona,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,31.7690887,-109.3228098,9831,,,,,,1894-04-01 0:00:00,1,4,1894,5218481,8397398,PRESERVED_SPECIMEN,CAS,MAM,17117,,,,CC0_1_0,,W. W. Price,,,2024-01-22T23:02:00.859Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK,1847
3036,,583496896,6ce7290f-47f6-4046-8356-371f5b6749df,urn:catalog:CAS:MAM:17116,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Parastrellus,Parastrellus,Parastrellus hesperus,Parastrellus hesperus,,SPECIES,"""Pipistrellus hesperus (H.Allen, 1864)""",Pipistrellus hesperus australis,,US,"""Rucker Canyon, Chiricahua Mtns.""",Arizona,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,31.7690887,-109.3228098,9831,,,,,,1894-04-01 0:00:00,1,4,1894,5218481,8397398,PRESERVED_SPECIMEN,CAS,MAM,17116,,,,CC0_1_0,,W. W. Price,,,2024-01-22T23:02:00.860Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK,1847
3037,,583496893,6ce7290f-47f6-4046-8356-371f5b6749df,urn:catalog:CAS:MAM:17115,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Parastrellus,Parastrellus,Parastrellus hesperus,Parastrellus hesperus,,SPECIES,"""Pipistrellus hesperus (H.Allen, 1864)""",Pipistrellus hesperus australis,,US,"""Rucker Canyon, Chiricahua Mtns.""",Arizona,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,31.7690887,-109.3228098,9831,,,,,,1894-04-01 0:00:00,1,4,1894,5218481,8397398,PRESERVED_SPECIMEN,CAS,MAM,17115,,,,CC0_1_0,,W. W. Price,,,2024-01-22T23:02:00.805Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK,1847
2985,,665769719,41fc5c40-5e81-496f-9733-6b5681b3b7a5,94cee933-3473-4cbb-b73f-2310a2d66662,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Parastrellus,Parastrellus,Parastrellus hesperus,Parastrellus hesperus,hesperus,SUBSPECIES,Pipistrellus hesperus hesperus,Pipistrellus hesperus hesperus,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-02 0:00:00,2,6,1894,7261840,8397398,PRESERVED_SPECIMEN,FMNH,Mammals,1060,804,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:41.766Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
2976,,665769728,41fc5c40-5e81-496f-9733-6b5681b3b7a5,3a426021-0807-48e2-baf7-087a63684da2,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida,Tadarida brasiliensis,Tadarida brasiliensis,mexicana,SUBSPECIES,"""Tadarida brasiliensis mexicana (Saussure, 1860)""",Tadarida brasiliensis mexicana,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-22 0:00:00,22,6,1894,4266606,2433011,PRESERVED_SPECIMEN,FMNH,Mammals,1069,882,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:47.846Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2013
