OID_,OID1,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,genus_mdd,species,species_mdd,identification_status,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,sky_island,Z
75136,,1145369440,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:78000?seid=1551175,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:78000,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:19.062Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75135,,1145369446,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:78002?seid=535954,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:78002,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:13.153Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75132,,1145369451,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:77997?seid=72786,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:77997,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:02.299Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75131,,1145369457,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:78001?seid=429163,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:78001,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:12.957Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75129,,1145369463,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:77996?seid=1171788,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:77996,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:20.945Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75115,,1145369482,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:77998?seid=143816,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:77998,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:12.956Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75113,,1145369484,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:77995?seid=514605,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:77995,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:13.153Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
75090,,1145369510,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:77999?seid=1343408,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus leucurus,Ammospermophilus leucurus,"Flagged; out of range, likely Ammospermophilus harrisi",,SPECIES,"""Ammospermophilus leucurus (Merriam, 1889)""",Ammospermophilus leucurus,,US,"""AVAR VALLEY, 15 MI NW TUCSON, 2400FT; 3355N 1092030W""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91667,-109.34167,2488,,,,,,1994-02-28 0:00:00,28,2,1994,2437570,2437570,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:77999,,unknown,2005-02-15 0:00:00,CC0_1_0,,,,,2023-12-28T00:35:19.112Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2277
32120,,2005725085,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4504?seid=4236349,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-07 0:00:00,7,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4504,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:10.338Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32110,,2005725105,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4501?seid=4236346,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-07 0:00:00,7,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4501,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:10.486Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32107,,2005725108,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4496?seid=4236341,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-06 0:00:00,6,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4496,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:09.479Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32105,,2005725110,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4498?seid=4236343,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-06 0:00:00,6,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4498,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:09.026Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32097,,2005725120,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4497?seid=4236342,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-06 0:00:00,6,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4497,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:09.264Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32095,,2005725127,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4502?seid=4236347,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-07 0:00:00,7,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4502,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:09.203Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32089,,2005725140,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4503?seid=4236348,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-07 0:00:00,7,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4503,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:08.980Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY,pinaleno,3263
32084,,2005725158,4837d6b0-19fe-4fe4-9ddf-b62dd17a060e,http://arctos.database.museum/guid/CHAS:Mamm:4499?seid=4236344,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys,Thomomys talpoides,Thomomys talpoides,"Flagged; out of range, likely Megascapheus bottae, M. fulvous, or M. umbrinus",,SPECIES,"""Thomomys talpoides (Richardson, 1828)""",Thomomys talpoides,,US,"""Mount Graham, Columbine""",Arizona,PRESENT,,f2489500-dbab-4fbc-95ed-19eead127483,32.701735,-109.871468,5185,,,,,,1940-06-06 0:00:00,6,6,1940,2439383,2439383,PRESERVED_SPECIMEN,CHAS,Mamm,CHAS:Mamm:4499,,unknown,,CC0_1_0,,Collector(s): Thurston I. Wright,,,2023-12-27T17:13:10.339Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY,pinaleno,3263
54362,,1262417390,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 26242,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.0218,-109.3136,,,,,,,1985-09-14 0:00:00,14,9,1985,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 26242,,,,CC0_1_0,,G.L. Dixon;5,,,2023-09-27T15:54:25.143Z,,,chiricahua,1889
62943,,1262393027,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 01900,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.872777,-109.257424,,,,,,,1956-11-10 0:00:00,10,11,1956,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 01900,,,,CC0_1_0,,"""E.L. Cockrum, Keith E. Justice;1900""",,,2023-09-27T15:54:27.119Z,,,chiricahua,2206
61926,,1262395910,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 04781,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.872777,-109.257424,,,,,,,1956-11-10 0:00:00,10,11,1956,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 04781,,,,CC0_1_0,,K.E. Justice;781,,,2023-09-27T15:54:24.910Z,,,chiricahua,2206
61912,,1262395929,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 04780,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.872777,-109.257424,,,,,,,1956-11-10 0:00:00,10,11,1956,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 04780,,,,CC0_1_0,,Keith E. Justice;780,,,2023-09-27T15:54:24.910Z,,,chiricahua,2206
61090,,1262397294,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 06396,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.872777,-109.257424,,,,,,,1956-11-10 0:00:00,10,11,1956,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 06396,,,,CC0_1_0,,K.I. Lange;8,,,2023-09-27T15:54:26.314Z,,,chiricahua,2206
60932,,1262397761,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 06679,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.872777,-109.257424,,,,,,,1956-11-10 0:00:00,10,11,1956,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 06679,,,,CC0_1_0,,K.E. Justice;44;preparator: L.R. Commissaris,,,2023-09-27T15:54:26.420Z,,,chiricahua,2206
55218,,1262415699,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 24597,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus difficilis,Peromyscus difficilis,"Flagged; out of range, likely Peromyscus truei, P. nasutus, or P. boylii",,SPECIES,"""Peromyscus difficilis (J.A.Allen, 1891)""","""Peromyscus difficilis (J.A. Allen, 1891)""","""(J.A. Allen, 1891)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.6362,-109.8257,,,,,,,1983-10-30 0:00:00,30,10,1983,2437993,2437993,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 24597,,,,CC0_1_0,,F.C.B.;792,,,2023-09-27T15:54:25.518Z,,,pinaleno,2228
34290,,1987326934,6d2cfc0a-9903-40b8-802b-403398218e4a,c277c98b-d5da-4341-b7aa-75a4f89fae25,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,GENUS,"""Peromyscus Gloger, 1841""",Peromyscus TRUEI TRUEI,,US,ROCK CREEK,Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,31.8867847,-109.3928123,6,,,,,,1931-03-19 0:00:00,19,3,1931,2437961,,PRESERVED_SPECIMEN,UMMZ,mammals,63809,366,,,CC_BY_NC_4_0,,"""Blossom, P.""",,Native,2024-01-01T05:09:48.101Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,chiricahua,1713
6522,,686405448,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,8c5f3e9c-1ed8-11e3-bfac-90b11c41863e,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,CHIRICAHUA MTS; PINERY CANYON,Arizona,PRESENT,,b554c320-0560-11d8-b851-b8a03c50a862,31.9588829,-109.314111,,,,,,,1956-07-29 0:00:00,29,7,1956,2437985,2437985,PRESERVED_SPECIMEN,KU,KUM,76316,,,,CC_BY_4_0,,JOHNSTON R F,,,2023-12-06T22:31:24.440Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK,chiricahua,1789
15942,,4072141761,431b19b9-b5b4-4bcb-ae11-072899dd4c52,http://arctos.database.museum/guid/CSULB:Mamm:7465?seid=5605739,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mountains, 6 miles southeast of Junction of Highways 186 and 181""",Arizona,PRESENT,,a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6,31.945247,-109.367732,3906,,,,,,1964-10-09 0:00:00,9,10,1964,2437985,2437985,PRESERVED_SPECIMEN,CSULB,Mamm,CSULB:Mamm:7465,,unknown,,CC0_1_0,,,,Uncertain,2024-01-03T01:05:41.841Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1893
36669,,1987291157,6d2cfc0a-9903-40b8-802b-403398218e4a,7af58fbf-0ddf-4b71-ad5c-52901e0e6fd9,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,GENUS,"""Peromyscus Gloger, 1841""",Peromyscus TRUEI TRUEI,,US,"""SANTA CATALINA MTS,T11 S,R16 E,SEC 29,NE Q,6400FT""",Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,32.4526602,-110.732749,0,,,,,,1975-07-06 0:00:00,6,7,1975,2437961,,PRESERVED_SPECIMEN,UMMZ,mammals,156495,40,,,CC_BY_NC_4_0,,"""VOSS, R.""",,Native,2024-01-01T05:09:43.486Z,,COORDINATE_REPROJECTED;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,santa_catalina,1905
36629,,1987291981,6d2cfc0a-9903-40b8-802b-403398218e4a,7cb0303a-983c-4a50-a94e-69c21c9a8a34,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,GENUS,"""Peromyscus Gloger, 1841""",Peromyscus TRUEI TRUEI,,US,"""SANTA CATALINA MTS,T11 S,R16 E,SEC 29,NE Q,6400FT""",Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,32.4526602,-110.732749,0,,,,,,1975-07-06 0:00:00,6,7,1975,2437961,,PRESERVED_SPECIMEN,UMMZ,mammals,156494,38,,,CC_BY_NC_4_0,,"""VOSS, R.""",,Native,2024-01-01T05:09:43.947Z,,COORDINATE_REPROJECTED;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,santa_catalina,1905
30690,,2381393919,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:9219,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mts., Rustler Park""",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,31.9035,-109.28,,,,,,,1931-06-19 0:00:00,19,6,1931,2437985,2437985,PRESERVED_SPECIMEN,SDNHM,Mammals,9219,,,,CC0_1_0,,"""E. H. Quayle, L. M. Huey""",,Native,2023-09-07T09:44:11.642Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2579
