OID_,OID1,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,genus_mdd,species,species_mdd,identification_status,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,sky_island,Z
9471,,675900140,b6015b60-6f96-43a9-88e5-2f41854e8f07,urn:catalog:TCWC:Mammals:46577,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""6 mi W Portal, 6400 ft""",Arizona,PRESENT,,2b8e48b0-812d-11de-86fe-b8a03c50a862,31.91361,-109.243016,,,,,,,1970-07-29 0:00:00,29,7,1970,2438038,2438038,PRESERVED_SPECIMEN,TCWC,Mammals,46577,1465,,,CC0_1_0,,"""Zimmerman, E.G.""",,,2023-12-04T22:20:25.640Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1894
36213,,1987298346,6d2cfc0a-9903-40b8-802b-403398218e4a,894a5550-2b23-4459-b5f0-7968970ba4e9,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,GENUS,"""Peromyscus Gloger, 1841""",Peromyscus BOYLII ROWLEYI,,US,6MI W PORTAL,Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,31.9136847,-109.2433089,0,,,,,,1974-05-11 0:00:00,11,5,1974,2437961,,PRESERVED_SPECIMEN,UMMZ,mammals,124001,2,,,CC_BY_NC_4_0,,"""Risley, C.""",,Native,2024-01-01T05:09:44.603Z,,COORDINATE_REPROJECTED;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,chiricahua,1894
32183,,1987358231,6d2cfc0a-9903-40b8-802b-403398218e4a,ffb6bbc9-2d1f-4c86-b508-4fc6461645a2,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,GENUS,"""Peromyscus Gloger, 1841""",Peromyscus BOYLII ROWLEYI,,US,6MI W PORTAL,Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,31.9136847,-109.2433089,0,,,,,,1974-05-08 0:00:00,8,5,1974,2437961,,PRESERVED_SPECIMEN,UMMZ,mammals,124000,1,,,CC_BY_NC_4_0,,"""Risley, C.""",,Native,2024-01-01T05:09:50.682Z,,COORDINATE_REPROJECTED;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,chiricahua,1894
66022,,1145888551,0daed095-478a-4af6-abf5-18acb790fbb2,http://arctos.database.museum/guid/MVZ:Mamm:92094?seid=166238,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Huachuca Mts., Peterson's Ranch, 2 mi N Sunnyside""",Arizona,PRESENT,,8edbbde0-055e-11d8-b850-b8a03c50a862,31.4572926,-110.3982334,1624,,1859,0,,,1940-03-17 0:00:00,17,3,1940,2438038,2438038,PRESERVED_SPECIMEN,MVZ,Mamm,MVZ:Mamm:92094,6658,Museum of Vertebrate Zoology,1999-01-27 0:00:00,CC0_1_0,,"""Collector(s): Seth B. Benson, Margarito Delgadillo""",,,2023-12-28T00:40:45.814Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,huachuca,1897
66021,,1145888567,0daed095-478a-4af6-abf5-18acb790fbb2,http://arctos.database.museum/guid/MVZ:Mamm:92097?seid=729080,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Huachuca Mts., Peterson's Ranch, 2 mi N Sunnyside""",Arizona,PRESENT,,8edbbde0-055e-11d8-b850-b8a03c50a862,31.4572926,-110.3982334,1624,,1859,0,,,1940-03-17 0:00:00,17,3,1940,2438038,2438038,PRESERVED_SPECIMEN,MVZ,Mamm,MVZ:Mamm:92097,Seth B. Benson 6671,Museum of Vertebrate Zoology,1999-01-27 0:00:00,CC0_1_0,,Collector(s): Seth B. Benson,,,2023-12-28T00:40:46.501Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,huachuca,1897
66020,,1145888573,0daed095-478a-4af6-abf5-18acb790fbb2,http://arctos.database.museum/guid/MVZ:Mamm:92098?seid=472673,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Huachuca Mts., Peterson's Ranch, 2 mi N Sunnyside""",Arizona,PRESENT,,8edbbde0-055e-11d8-b850-b8a03c50a862,31.4572926,-110.3982334,1624,,1859,0,,,1940-03-17 0:00:00,17,3,1940,2438038,2438038,PRESERVED_SPECIMEN,MVZ,Mamm,MVZ:Mamm:92098,Seth B. Benson 6672,Museum of Vertebrate Zoology,1999-01-27 0:00:00,CC0_1_0,,Collector(s): Seth B. Benson,,,2023-12-28T00:40:46.604Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,huachuca,1897
66019,,1145888575,0daed095-478a-4af6-abf5-18acb790fbb2,http://arctos.database.museum/guid/MVZ:Mamm:92096?seid=544044,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Huachuca Mts., Peterson's Ranch, 2 mi N Sunnyside""",Arizona,PRESENT,,8edbbde0-055e-11d8-b850-b8a03c50a862,31.4572926,-110.3982334,1624,,1859,0,,,1940-03-17 0:00:00,17,3,1940,2438038,2438038,PRESERVED_SPECIMEN,MVZ,Mamm,MVZ:Mamm:92096,Seth B. Benson 6670,Museum of Vertebrate Zoology,1999-01-27 0:00:00,CC0_1_0,,Collector(s): Seth B. Benson,,,2023-12-28T00:40:45.868Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,huachuca,1897
66018,,1145888612,0daed095-478a-4af6-abf5-18acb790fbb2,http://arctos.database.museum/guid/MVZ:Mamm:92093?seid=479754,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Huachuca Mts., Peterson's Ranch, 2 mi N Sunnyside""",Arizona,PRESENT,,8edbbde0-055e-11d8-b850-b8a03c50a862,31.4572926,-110.3982334,1624,,1859,0,,,1940-03-17 0:00:00,17,3,1940,2438038,2438038,PRESERVED_SPECIMEN,MVZ,Mamm,MVZ:Mamm:92093,6657,Museum of Vertebrate Zoology,1999-01-27 0:00:00,CC0_1_0,,"""Collector(s): Seth B. Benson, Margarito Delgadillo""",,,2023-12-28T00:40:46.446Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,huachuca,1897
66017,,1145888626,0daed095-478a-4af6-abf5-18acb790fbb2,http://arctos.database.museum/guid/MVZ:Mamm:92095?seid=1444707,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Huachuca Mts., Peterson's Ranch, 2 mi N Sunnyside""",Arizona,PRESENT,,8edbbde0-055e-11d8-b850-b8a03c50a862,31.4572926,-110.3982334,1624,,1859,0,,,1940-03-17 0:00:00,17,3,1940,2438038,2438038,PRESERVED_SPECIMEN,MVZ,Mamm,MVZ:Mamm:92095,6659,Museum of Vertebrate Zoology,1999-01-27 0:00:00,CC0_1_0,,"""Collector(s): Seth B. Benson, Margarito Delgadillo""",,,2023-12-28T00:40:56.848Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,huachuca,1897
79939,,1145334332,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46154?seid=683204,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46154,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Joseph A. Cook,,,2023-12-28T00:35:11.591Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79931,,1145334340,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46158?seid=954387,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46158,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Joseph A. Cook,,,2023-12-28T00:35:07.182Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79922,,1145334349,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46156?seid=1154819,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46156,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Joseph A. Cook,,,2023-12-28T00:35:17.783Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79920,,1145334351,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46155?seid=576720,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46155,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Joseph A. Cook,,,2023-12-28T00:35:06.983Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79918,,1145334353,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46157?seid=91693,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46157,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Joseph A. Cook,,,2023-12-28T00:35:01.443Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79915,,1145334357,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46160?seid=98780,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46160,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Paul L. Packard,,,2023-12-28T00:35:01.444Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79911,,1145334361,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46159?seid=1312338,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46159,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Paul L. Packard,,,2023-12-28T00:35:17.965Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79902,,1145334371,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46190?seid=497966,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TANK, MOUTH BLACK BILL CANY; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46190,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Paul L. Packard,,,2023-12-28T00:35:08.805Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
79884,,1145334391,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46191?seid=761744,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, BLACK BILL TTANK, MOUTH BLACK BILL CAN; T31S, R19W, SEC 30""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5771284,-108.810549,,,,,,,1981-05-24 0:00:00,24,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46191,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Paul L. Packard,,,2023-12-28T00:35:07.307Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1900
95113,,1145195691,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:168116?seid=736624,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Chiricahua Mountains, 2 mi SW Paradise""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.91427,-109.24299,1853,,,,,,1973-06-08 0:00:00,8,6,1973,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:168116,706,Victor E. Diersing,1973-06-08 0:00:00,CC0_1_0,,Collector(s): Victor E. Diersing,,,2023-12-28T00:35:15.984Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1906
13702,,4403380316,375fe518-f58b-4ec7-868c-99218dfd2866,5f1196b7-7b64-44fc-8f58-990fa03b15cc,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii,"""(Baird, 1855)""",US,"""Santa Catalina Mts., Manzanita Vista""",Arizona,PRESENT,1,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.372851,-110.701184,3,,1896,,,,2023-07-08 0:00:00,8,7,2023,2438038,2438038,PRESERVED_SPECIMEN,ASU,ASUMAC,ASUMAC009013,DMR0219,"""Rowsey, Dakota M.""",2023-07-08 0:00:00,CC0_1_0,,"""Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad""",,Native,2024-01-23T19:40:09.672Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_catalina,1907
15982,,4072139505,431b19b9-b5b4-4bcb-ae11-072899dd4c52,http://arctos.database.museum/guid/CSULB:Mamm:4412?seid=5613103,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Coronado National Forest, Turkey Creek Public Camp""",Arizona,PRESENT,,a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6,31.860127,-109.335191,163,,,,,,1963-08-04 0:00:00,4,8,1963,2438038,2438038,PRESERVED_SPECIMEN,CSULB,Mamm,CSULB:Mamm:4412,,unknown,,CC0_1_0,,Collector(s): Julius C. Geest,,Uncertain,2024-01-03T01:05:41.156Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1911
15836,,4072147771,431b19b9-b5b4-4bcb-ae11-072899dd4c52,http://arctos.database.museum/guid/CSULB:Mamm:4418?seid=5603285,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Coronado National Forest, Turkey Creek Public Camp""",Arizona,PRESENT,,a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6,31.860127,-109.335191,163,,,,,,1963-08-03 0:00:00,3,8,1963,2438038,2438038,PRESERVED_SPECIMEN,CSULB,Mamm,CSULB:Mamm:4418,,unknown,,CC0_1_0,,Collector(s): Julius C. Geest,,Uncertain,2024-01-03T01:05:43.251Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1911
15829,,4072148332,431b19b9-b5b4-4bcb-ae11-072899dd4c52,http://arctos.database.museum/guid/CSULB:Mamm:4411?seid=5613102,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""Coronado National Forest, Turkey Creek Public Camp""",Arizona,PRESENT,,a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6,31.860127,-109.335191,163,,,,,,1963-08-03 0:00:00,3,8,1963,2438038,2438038,PRESERVED_SPECIMEN,CSULB,Mamm,CSULB:Mamm:4411,,unknown,,CC0_1_0,,Collector(s): Julius C. Geest,,Uncertain,2024-01-03T01:05:43.443Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1911
13703,,4403380315,375fe518-f58b-4ec7-868c-99218dfd2866,bbc67ae5-3def-4a1c-9134-dc1b0af0fc80,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii,"""(Baird, 1855)""",US,"""Santa Catalina Mts., Manzanita Vista""",Arizona,PRESENT,1,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.372531,-110.702724,3,,1920,,,,2023-07-08 0:00:00,8,7,2023,2438038,2438038,PRESERVED_SPECIMEN,ASU,ASUMAC,ASUMAC009014,DMR0220,"""Rowsey, Dakota M.""",2023-07-08 0:00:00,CC0_1_0,,"""Rowsey, Dakota M.; Zamora Chavez, Luisa J.; Rivera, Damien; Jones, Matthew F.; Mohammadian, Shahrzad""",,Native,2024-01-23T19:40:09.659Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_catalina,1911
79916,,1145334356,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:46177?seid=149643,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""",Peromyscus boylii rowleyi,,US,"""ANIMAS MTS, PINE FLAT, PINE CANYON; T32S, R19W, SEC 1""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5525356,-108.7294538,,,,,,,1981-05-27 0:00:00,27,5,1981,2438038,2438038,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:46177,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Paul L. Packard,,,2023-12-28T00:35:11.624Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,animas,1918
54680,,1262416906,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 25795,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus boylii,Peromyscus boylii,Valid,,SPECIES,"""Peromyscus boylii (Baird, 1855)""","""Peromyscus boylii (S.F. Baird, 1855)""","""(S.F. Baird, 1855)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.86056,-109.33444,,,,,,,1983-11-25 0:00:00,25,11,1983,2438038,2438038,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 25795,,,,CC0_1_0,,T.J. McCartney;4,,,2023-09-27T15:54:27.125Z,,,chiricahua,1921
