OID_,OID1,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,genus_mdd,species,species_mdd,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Z
169,,1897613679,4a3421d3-e83f-4d30-b0b9-6658c9f047b6,caa3789919c0843f97cba5dc37fd3e59,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""",Notiosorex crawfordi,"""(Coues, 1877)""",US,"""Guadalupe Mts; T33S, R21W, Sec 25""",New mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,31.405434,-108.928696,,,0,0,0,0,7/26/1957 0:00,26,7,1957,2435812,2435812,PRESERVED_SPECIMEN,MSB-UNM,MSB,13029,,NO DISPONIBLE,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Arthur H. Harris,,,2023-09-07T05:03:59.921Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,1687
1289,,1145159269,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:13029?seid=1607297,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""",Notiosorex crawfordi crawfordi,,US,"""GUADALUPE MTS; T33S, R21W, SEC 25""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.4055361,-108.9290906,,,,,,,7/26/1957 0:00,26,7,1957,2435812,2435812,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:13029,,unknown,2/15/2005 0:00,CC0_1_0,,Collector(s): Arthur H. Harris,,,2023-12-28T00:35:12.081Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,1711
868,,1262396898,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 05790,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.43833,-110.75889,,,,,,,10/12/1957 0:00,12,10,1957,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 05790,,,,CC0_1_0,,Cathey;182;preparator: L.R. Commissaris,,,2023-09-27T15:54:26.974Z,,TAXON_MATCH_FUZZY,2351
871,,1262394900,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 03729,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""","""Notiosorex crawfordi (Coues, 1877)""","""(Coues, 1877)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.882593,-109.20395,,,,,,,6/13/1959 0:00,13,6,1959,2435812,2435812,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 03729,,,,CC0_1_0,,L.R. Commissaris;359,,,2023-09-27T15:54:27.314Z,,,1643
872,,1262394864,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 03730,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""","""Notiosorex crawfordi (Coues, 1877)""","""(Coues, 1877)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.882593,-109.20395,,,,,,,6/13/1959 0:00,13,6,1959,2435812,2435812,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 03730,,,,CC0_1_0,,E. Parter;359;preparator: L. Commissaris,,,2023-09-27T15:54:27.313Z,,,1643
873,,1262394846,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 03686,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""","""Notiosorex crawfordi (Coues, 1877)""","""(Coues, 1877)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.882593,-109.20395,,,,,,,6/13/1959 0:00,13,6,1959,2435812,2435812,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 03686,,,,CC0_1_0,,E. Parter;360;preparator: L.R. Commissaris,,,2023-09-27T15:54:26.723Z,,,1643
855,,1262401146,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10021,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/13/1963 0:00,13,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10021,,,,CC0_1_0,,A.L. Gardner;6613,,,2023-09-27T15:54:24.150Z,,TAXON_MATCH_FUZZY,2751
856,,1262401141,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10016,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/12/1963 0:00,12,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10016,,,,CC0_1_0,,A.L. Gardner;6608,,,2023-09-27T15:54:24.164Z,,TAXON_MATCH_FUZZY,2751
857,,1262401137,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10015,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/12/1963 0:00,12,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10015,,,,CC0_1_0,,A.L. Gardner;6607,,,2023-09-27T15:54:24.162Z,,TAXON_MATCH_FUZZY,2751
858,,1262401127,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10017,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/12/1963 0:00,12,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10017,,,,CC0_1_0,,A.L. Gardner;6609,,,2023-09-27T15:54:24.164Z,,TAXON_MATCH_FUZZY,2751
859,,1262401107,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10022,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/13/1963 0:00,13,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10022,,,,CC0_1_0,,A.L. Gardner;6614,,,2023-09-27T15:54:24.150Z,,TAXON_MATCH_FUZZY,2751
860,,1262401106,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10018,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/12/1963 0:00,12,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10018,,,,CC0_1_0,,A.L. Gardner;6610,,,2023-09-27T15:54:24.164Z,,TAXON_MATCH_FUZZY,2751
861,,1262401105,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10020,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/12/1963 0:00,12,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10020,,,,CC0_1_0,,A.L. Gardner;6612,,,2023-09-27T15:54:24.151Z,,TAXON_MATCH_FUZZY,2751
862,,1262401103,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 10019,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.667569,-109.877023,,,,,,,10/12/1963 0:00,12,10,1963,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 10019,,,,CC0_1_0,,A.L. Gardner;6611,,,2023-09-27T15:54:24.163Z,,TAXON_MATCH_FUZZY,2751
835,,1262403565,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12479,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.423409,-110.735649,,,,,,,10/11/1964 0:00,11,10,1964,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12479,,,,CC0_1_0,,D. Toews;77,,,2023-09-27T15:54:25.528Z,,TAXON_MATCH_FUZZY,2404
836,,1262403556,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12480,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.424242,-110.739816,,,,,,,10/24/1964 0:00,24,10,1964,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12480,,,,CC0_1_0,,G.L. Hathaway;7,,,2023-09-27T15:54:25.528Z,,TAXON_MATCH_FUZZY,2409
842,,1262403176,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12085,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.423409,-110.735649,,,,,,,10/31/1964 0:00,31,10,1964,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12085,,,,CC0_1_0,,Alfred L. Gardner;8832,,,2023-09-27T15:54:25.736Z,,TAXON_MATCH_FUZZY,2404
846,,1262402415,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 11483,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex vagrans,Sorex vagrans,,SPECIES,"""Sorex vagrans Baird, 1857""","""Sorex vagrans S.F. Baird, 1858""","""S.F. Baird, 1858""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.423409,-110.735649,,,,,,,8/19/1964 0:00,19,8,1964,2436042,2436042,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 11483,,,,CC0_1_0,,Alfred L. Gardner;8786,,,2023-09-27T15:54:26.055Z,,,2404
70,,2872152678,375fe518-f58b-4ec7-868c-99218dfd2866,65576b66-e64d-4783-90c4-837c32f48f63,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex vagrans,Sorex vagrans,,SPECIES,"""Sorex vagrans Baird, 1857""",Sorex vagrans,"""Baird, 1857""",US,SHANNON CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.65744,-109.85886,,,2774,,,,6/29/1966 0:00,29,6,1966,2436042,2436042,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002452,W.K.T. 24,,,CC0_1_0,,W.K. TAYLOR,,,2024-01-23T19:40:09.816Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,2760
78,,2872145981,375fe518-f58b-4ec7-868c-99218dfd2866,cfa5a7d3-d725-4250-b072-58bf11a0dd60,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex vagrans,Sorex vagrans,,SPECIES,"""Sorex vagrans Baird, 1857""",Sorex vagrans,"""Baird, 1857""",US,SNOW FLAT,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.65293,-109.86488,,,2637,,,,7/11/1967 0:00,11,7,1967,2436042,2436042,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC003039,A.J. 2258,,,CC0_1_0,,A. JIMENEZ,,,2024-01-23T19:40:07.670Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,2686
806,,1262409456,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 18220,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""","""Notiosorex crawfordi (Coues, 1877)""","""(Coues, 1877)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.8825,-109.20333,,,,,,,10/26/1968 0:00,26,10,1968,2435812,2435812,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 18220,,,,CC0_1_0,,V.D. Roth;4;preparator: Eric Yensen,,,2023-09-27T15:54:26.566Z,,,1641
805,,1262409501,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 18388,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""","""Notiosorex crawfordi (Coues, 1877)""","""(Coues, 1877)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.44806,-109.92778,,,,,,,10/1/1969 0:00,,10,1969,2435812,2435812,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 18388,,,,CC0_1_0,,Phil Wells,,,2023-09-27T15:54:26.312Z,,,1714
804,,1262409827,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 18789,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex monticolus,Sorex monticolus,,SPECIES,"""Sorex monticolus Merriam, 1890""","""Sorex monticola Merriam, 1890""","""Merriam, 1890""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.42417,-110.73917,,,,,,,11/17/1969 0:00,17,11,1969,2436019,2436019,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 18789,,,,CC0_1_0,,E.R. Cook;4686;preparator: C.B. Robbins,,,2023-09-27T15:54:26.386Z,,TAXON_MATCH_FUZZY,2418
789,,1262413780,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 22639,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex,Notiosorex,Notiosorex crawfordi,Notiosorex crawfordi,,SPECIES,"""Notiosorex crawfordi (Coues, 1877)""","""Notiosorex crawfordi (Coues, 1877)""","""(Coues, 1877)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.427854,-110.75565,,,,,,,7/4/1973 0:00,4,7,1973,2435812,2435812,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 22639,,,,CC0_1_0,,Al Hesselberg;152;preparator: Lynne Longwell,,,2023-09-27T15:54:23.889Z,,,2305
465,,1897608511,4a3421d3-e83f-4d30-b0b9-6658c9f047b6,088ddd8df5b087a4387c0a26fcc4184e,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,"""Diersing & Hoffmeister, 1977""",US,"""Chiricahua Mountains, 1 Mi E Flys Peak""",Arizona,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,31.87287,-109.26666,,,0,0,0,0,6/7/1973 0:00,7,6,1973,2435958,2435958,PRESERVED_SPECIMEN,MSB-UNM,MSB,192461,,Victor E. Diersing,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Victor E. Diersing,,,2023-09-07T05:04:00.061Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,2576
1256,,1145222688,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:192461?seid=1502088,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,,US,"""""""""""""""Chiricahua Mountains, 1 mi E Flys Peak""""""""""""""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.87287,-109.26666,1804,,,,,,6/7/1973 0:00,7,6,1973,2435958,2435958,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:192461,696,Victor E. Diersing,6/7/1973 0:00,CC0_1_0,,Collector(s): Victor E. Diersing,,,2023-12-28T00:35:23.892Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2576
444,,1897608532,4a3421d3-e83f-4d30-b0b9-6658c9f047b6,e6390f553593745bd8c2145cec3379e9,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,"""Diersing & Hoffmeister, 1977""",US,"""Greenhouse Canyon, Chiricahua Mountains, 2 Mi E Flys Peak""",Arizona,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,31.87287,-109.24966,,,0,0,0,0,1/4/1974 0:00,4,1,1974,2435958,2435958,PRESERVED_SPECIMEN,MSB-UNM,MSB,192462,,Woodrow Goodpaster,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),"""Woodrow Goodpaster, L. Goodpaster""",,,2023-09-07T05:04:00.058Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,2085
463,,1897608513,4a3421d3-e83f-4d30-b0b9-6658c9f047b6,4d03c62da098cf5d6dd1db2e5741b7af,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,"""Diersing & Hoffmeister, 1977""",US,"""East Turkey Creek, 2.5 Mi Sw Paradise""",Arizona,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,31.90914,-109.249,,,0,0,0,0,1/5/1974 0:00,5,1,1974,2435958,2435958,PRESERVED_SPECIMEN,MSB-UNM,MSB,192463,,Lance S. Ellis,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Lance S. Ellis,,,2023-09-07T05:04:00.062Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,1946
1245,,1145222737,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:192463?seid=1158070,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,,US,"""""""""""""""East Turkey Creek, 2.5 mi SW Paradise""""""""""""""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.90914,-109.249,1863,,,,,,1/5/1974 0:00,5,1,1974,2435958,2435958,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:192463,229,Lance S. Ellis,1/5/1974 0:00,CC0_1_0,,Collector(s): Lance S. Ellis,,,2023-12-28T00:35:23.975Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,1946
1251,,1145222698,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:192462?seid=443775,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,,US,"""""""""""""""Greenhouse Canyon, Chiricahua Mountains, 2 mi E Flys Peak""""""""""""""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.87287,-109.24966,2960,,,,,,1/4/1974 0:00,4,1,1974,2435958,2435958,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:192462,31692,Woodrow W. Goodpaster,1/4/1974 0:00,CC0_1_0,,Collector(s): Woodrow W. Goodpaster,,,2023-12-28T00:35:14.652Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2085
424,,1897608554,4a3421d3-e83f-4d30-b0b9-6658c9f047b6,81481c3f8167382012d974d9ef13c1e9,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,"""Diersing & Hoffmeister, 1977""",US,"""Aspen Spring, Animas Mts""",New mexico,PRESENT,1,ff90b050-c256-11db-b71b-b8a03c50a862,31.566938,-108.77658,,,0,0,0,0,8/20/1976 0:00,20,8,1976,2435958,2435958,PRESERVED_SPECIMEN,MSB-UNM,MSB,35624,,NO DISPONIBLE,,CC_BY_4_0,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),"""Marshall C. Conway, C. Gregory Schmitt""",,,2023-09-07T05:04:00.066Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE,2229
1144,,1145322684,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:35624?seid=1479828,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex,Sorex arizonae,Sorex arizonae,,SPECIES,"""Sorex arizonae Diersing & Hoffmeister, 1977""",Sorex arizonae,,US,"""ASPEN SPRING, ANIMAS MTS""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.5670359,-108.7769791,,,,,,,8/20/1976 0:00,20,8,1976,2435958,2435958,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:35624,,unknown,2/15/2005 0:00,CC0_1_0,,"""Collector(s): Marshall C. Conway, C. Gregory Schmitt""",,,2023-12-28T00:35:19.405Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,2227
